employee_idx,country_residence,sex,relation_type,residence_idx,foreigner_idx,spouse_idx,channel,deceased_idx,province_name,segmentation,age,gross_income_household,seniority,type,month,partition,customer_id,new_customer,primary,address_type,province_code,activity_idx,prod_list,prev_prod_list,new_product,product
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,10.0,3.0,23.0,91258.47,35.0,1.0,1,2015-01-28,1050926,0.0,1.0,1.0,9.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,38074.32,35.0,1.0,1,2015-01-28,1050902,0.0,1.0,1.0,10.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,1.0,,150.0,0.0,30.0,3.0,24.0,,35.0,1.0,1,2015-01-28,1050925,0.0,1.0,1.0,28.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,30.0,3.0,22.0,,35.0,1.0,1,2015-01-28,1050922,0.0,1.0,1.0,28.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,25.0,129751.02,35.0,1.0,1,2015-01-28,1050906,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,48.0,3.0,27.0,85067.16,35.0,1.0,1,2015-01-28,1050907,0.0,1.0,1.0,46.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,24.0,85670.88,35.0,1.0,1,2015-01-28,1050908,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,26.0,57926.16,35.0,1.0,1,2015-01-28,1050909,0.0,1.0,1.0,46.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,26.0,57926.16,35.0,1.0,1,2015-01-28,1050909,0.0,1.0,1.0,46.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,33.0,3.0,32.0,30906.81,35.0,1.0,1,2015-01-28,1050910,0.0,1.0,1.0,30.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,29.0,50229.09,35.0,1.0,1,2015-01-28,1050911,0.0,1.0,1.0,46.0,1.0,"['prod_e_account', 'prod_debit', 'prod_credit_card']",,"['prod_e_account', 'prod_debit', 'prod_credit_card']",prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,29.0,50229.09,35.0,1.0,1,2015-01-28,1050911,0.0,1.0,1.0,46.0,1.0,"['prod_e_account', 'prod_debit', 'prod_credit_card']",,"['prod_e_account', 'prod_debit', 'prod_credit_card']",prod_debit
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,29.0,50229.09,35.0,1.0,1,2015-01-28,1050911,0.0,1.0,1.0,46.0,1.0,"['prod_e_account', 'prod_debit', 'prod_credit_card']",,"['prod_e_account', 'prod_debit', 'prod_credit_card']",prod_credit_card
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,13.0,3.0,33.0,,35.0,1.0,1,2015-01-28,1050912,0.0,1.0,1.0,39.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,13.0,3.0,33.0,,35.0,1.0,1,2015-01-28,1050912,0.0,1.0,1.0,39.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,48.0,3.0,26.0,,35.0,1.0,1,2015-01-28,1050913,0.0,1.0,1.0,46.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,25.0,34358.88,35.0,1.0,1,2015-01-28,1050914,0.0,1.0,1.0,37.0,1.0,['prod_debit'],,['prod_debit'],prod_debit
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,48.0,2.0,37.0,122336.88,35.0,1.0,1,2015-01-28,1050915,0.0,1.0,1.0,46.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,48.0,3.0,30.0,182521.62,35.0,1.0,1,2015-01-28,1050916,0.0,1.0,1.0,46.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,49074.51,35.0,1.0,1,2015-01-28,1050917,0.0,1.0,1.0,10.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,24.0,150781.41,35.0,1.0,1,2015-01-28,1050919,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,25.0,,35.0,1.0,1,2015-01-28,1050920,0.0,1.0,1.0,46.0,1.0,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,25.0,,35.0,1.0,1,2015-01-28,1050920,0.0,1.0,1.0,46.0,1.0,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",prod_payroll_pensions
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,25.0,,35.0,1.0,1,2015-01-28,1050920,0.0,1.0,1.0,46.0,1.0,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",prod_payroll_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,48.0,3.0,25.0,,35.0,1.0,1,2015-01-28,1050920,0.0,1.0,1.0,46.0,1.0,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",,"['prod_e_account', 'prod_payroll_pensions', 'prod_payroll_account', 'prod_payroll']",prod_payroll
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,5.0,3.0,23.0,72013.38,35.0,1.0,1,2015-01-28,1050921,0.0,1.0,1.0,5.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,50.0,3.0,26.0,67354.74,35.0,1.0,1,2015-01-28,1050924,0.0,1.0,1.0,49.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,8.0,3.0,22.0,166221.81,35.0,1.0,1,2015-01-28,1050837,0.0,1.0,1.0,8.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,18.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050836,0.0,1.0,1.0,15.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,18.0,3.0,23.0,96211.98,35.0,1.0,1,2015-01-28,1050834,0.0,1.0,1.0,15.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,12.0,2.0,47.0,59406.69,35.0,1.0,1,2015-01-28,1050748,0.0,1.0,1.0,11.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,8.0,3.0,22.0,118859.34,35.0,1.0,1,2015-01-28,1050749,0.0,1.0,1.0,8.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,16.0,3.0,23.0,13093.26,35.0,1.0,1,2015-01-28,1050750,0.0,1.0,1.0,13.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,61214.85000000001,35.0,1.0,1,2015-01-28,1050751,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,8.0,3.0,22.0,114761.19,35.0,1.0,1,2015-01-28,1050752,0.0,1.0,1.0,8.0,1.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,8.0,3.0,22.0,114761.19,35.0,1.0,1,2015-01-28,1050752,0.0,1.0,1.0,8.0,1.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_e_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,43.0,3.0,29.0,149086.02,35.0,1.0,1,2015-01-28,1050753,0.0,1.0,1.0,41.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050754,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,8.0,3.0,22.0,105335.94,35.0,1.0,1,2015-01-28,1050755,0.0,1.0,1.0,8.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,5.0,3.0,23.0,67719.18000000001,35.0,1.0,1,2015-01-28,1050756,0.0,1.0,1.0,5.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,8.0,3.0,22.0,148870.98,35.0,1.0,1,2015-01-28,1050757,0.0,1.0,1.0,8.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,31.0,3.0,24.0,247846.8,35.0,1.0,1,2015-01-28,1050758,0.0,1.0,1.0,29.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,25.0,35610.149999999994,35.0,1.0,1,2015-01-28,1050759,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,43060.35000000001,35.0,1.0,1,2015-01-28,1050760,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,44938.2,35.0,1.0,1,2015-01-28,1050762,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,2.0,36.0,31216.23,35.0,1.0,1,2015-01-28,1050764,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050747,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050747,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,50.0,3.0,26.0,,35.0,1.0,1,2015-01-28,1050766,0.0,1.0,1.0,49.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,50.0,3.0,26.0,,35.0,1.0,1,2015-01-28,1050766,0.0,1.0,1.0,49.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,24.0,64377.69,35.0,1.0,1,2015-01-28,1050746,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,59912.88,35.0,1.0,1,2015-01-28,1050743,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,5.0,3.0,23.0,111895.86000000002,35.0,1.0,1,2015-01-28,1050718,0.0,1.0,1.0,5.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,8.0,3.0,23.0,311520.44999999995,35.0,1.0,1,2015-01-28,1050720,0.0,1.0,1.0,8.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,81689.91,35.0,1.0,1,2015-01-28,1050722,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,140953.86000000002,35.0,1.0,1,2015-01-28,1050725,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,25694.58,35.0,1.0,1,2015-01-28,1050727,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,20.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050728,0.0,1.0,1.0,20.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,94136.49,35.0,1.0,1,2015-01-28,1050732,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,51.0,3.0,26.0,39389.4,35.0,1.0,1,2015-01-28,1050734,0.0,1.0,1.0,50.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,50.0,3.0,22.0,90461.7,35.0,1.0,1,2015-01-28,1050735,0.0,1.0,1.0,49.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,27.0,,35.0,1.0,1,2015-01-28,1050736,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,50457.06,35.0,1.0,1,2015-01-28,1050738,0.0,1.0,1.0,10.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,43.0,3.0,22.0,,35.0,1.0,1,2015-01-28,1050739,0.0,1.0,1.0,41.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,175780.83000000002,35.0,1.0,1,2015-01-28,1050740,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
,,,,,,,,,,,,,,,1,2015-01-28,1050741,,,,,,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,12.0,3.0,25.0,57684.12,35.0,1.0,1,2015-01-28,1050742,0.0,1.0,1.0,11.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,85568.97,35.0,1.0,1,2015-01-28,1050744,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,43242.21,35.0,1.0,1,2015-01-28,1050768,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,85073.61,35.0,1.0,1,2015-01-28,1050769,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,64886.31,35.0,1.0,1,2015-01-28,1050771,0.0,1.0,1.0,45.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,64886.31,35.0,1.0,1,2015-01-28,1050771,0.0,1.0,1.0,45.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,64886.31,35.0,1.0,1,2015-01-28,1050771,0.0,1.0,1.0,45.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_e_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,27.0,140940.27,35.0,1.0,1,2015-01-28,1050806,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,5.0,3.0,23.0,128396.19,35.0,1.0,1,2015-01-28,1050810,0.0,1.0,1.0,5.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,26.0,98243.4,35.0,1.0,1,2015-01-28,1050811,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,26.0,98243.4,35.0,1.0,1,2015-01-28,1050811,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,100792.08,35.0,1.0,1,2015-01-28,1050813,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,6.0,3.0,23.0,40882.29,35.0,1.0,1,2015-01-28,1050815,0.0,1.0,1.0,6.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,50.0,3.0,26.0,,35.0,1.0,1,2015-01-28,1050817,0.0,1.0,1.0,49.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,24.0,105114.81,35.0,1.0,1,2015-01-28,1050819,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,95234.76,35.0,1.0,1,2015-01-28,1050820,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,90872.37,35.0,1.0,1,2015-01-28,1050822,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,24.0,,35.0,1.0,1,2015-01-28,1050824,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,70435.44,35.0,1.0,1,2015-01-28,1050825,0.0,1.0,1.0,10.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,50.0,3.0,24.0,42778.98,35.0,1.0,1,2015-01-28,1050829,0.0,1.0,1.0,49.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,18.0,3.0,22.0,46364.61,35.0,1.0,1,2015-01-28,1050830,0.0,1.0,1.0,15.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,97533.84,35.0,1.0,1,2015-01-28,1050832,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,88349.85,35.0,1.0,1,2015-01-28,1050833,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,26.0,73938.9,35.0,1.0,1,2015-01-28,1050804,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit', 'prod_taxes']",,"['prod_current_account', 'prod_debit', 'prod_taxes']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,26.0,73938.9,35.0,1.0,1,2015-01-28,1050804,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit', 'prod_taxes']",,"['prod_current_account', 'prod_debit', 'prod_taxes']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,26.0,73938.9,35.0,1.0,1,2015-01-28,1050804,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit', 'prod_taxes']",,"['prod_current_account', 'prod_debit', 'prod_taxes']",prod_taxes
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,2.0,3.0,28.0,37729.83,35.0,1.0,1,2015-01-28,1050803,0.0,1.0,1.0,3.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,10.0,3.0,23.0,110521.98,35.0,1.0,1,2015-01-28,1050800,0.0,1.0,1.0,9.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,50.0,2.0,34.0,80555.64,35.0,1.0,1,2015-01-28,1050798,0.0,1.0,1.0,49.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,2.0,3.0,22.0,281761.02,35.0,1.0,1,2015-01-28,1050773,0.0,1.0,1.0,3.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050774,0.0,1.0,1.0,10.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,42273.99,35.0,1.0,1,2015-01-28,1050775,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,47.0,3.0,26.0,126947.19,35.0,1.0,1,2015-01-28,1050778,0.0,1.0,1.0,45.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,6.0,3.0,23.0,45086.37,35.0,1.0,1,2015-01-28,1050779,0.0,1.0,1.0,6.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,19.0,3.0,23.0,69094.08,35.0,1.0,1,2015-01-28,1050781,0.0,1.0,1.0,16.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,3.0,3.0,23.0,43947.27,35.0,1.0,1,2015-01-28,1050784,0.0,1.0,1.0,4.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,30.0,3.0,29.0,39097.98,35.0,1.0,1,2015-01-28,1050486,0.0,1.0,1.0,28.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,11.0,3.0,29.0,116311.88999999998,35.0,1.0,1,2015-01-28,1050786,0.0,1.0,1.0,10.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,27.0,102857.34,35.0,1.0,1,2015-01-28,1050788,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,57965.34,35.0,1.0,1,2015-01-28,1050790,0.0,1.0,1.0,10.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,107045.79,35.0,1.0,1,2015-01-28,1050791,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,56271.09,35.0,1.0,1,2015-01-28,1050793,0.0,1.0,1.0,10.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,26.0,23824.32,35.0,1.0,1,2015-01-28,1050794,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,11.0,3.0,23.0,56709.78,35.0,1.0,1,2015-01-28,1050796,0.0,1.0,1.0,10.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,51.0,3.0,22.0,110465.58,35.0,1.0,1,2015-01-28,1050797,0.0,1.0,1.0,50.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,50.0,3.0,27.0,,35.0,1.0,1,2015-01-28,1050787,0.0,1.0,1.0,49.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
